gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000091651.8,ORC6,1.1675894260406492,NA,0.24297241743367393,2.689811088443588e-07,NA,NA,NA,1,1,1
ENSG00000109436.7,TBC1D9,1.167541684372417,NA,0.24299168471807742,0.0016866135813375389,NA,NA,NA,2,2,2
ENSG00000060491.16,OGFR,-1.1675148010253906,NA,0.2430025346040865,0.045534538241745234,NA,NA,NA,1,1,1
ENSG00000156218.12,ADAMTSL3,-1.1674391031265259,NA,0.2430330874499207,4.818827797871343e-06,NA,NA,NA,1,1,1
ENSG00000160323.18,ADAMTS13,1.1673646919718308,NA,0.2430631235775529,0.0809986801053923,NA,NA,NA,2,2,2
ENSG00000163071.10,SPATA18,1.1668055057525635,NA,0.2432889230657379,0.016726137812960513,NA,NA,NA,1,1,1
ENSG00000113068.9,PFDN1,-1.166731834411621,NA,0.2433186825519441,0.017360621496715516,NA,NA,NA,1,1,1
ENSG00000138764.14,CCNG2,1.166380763053894,NA,0.2434605327207554,1.5456757830541138e-05,NA,NA,NA,1,1,1
ENSG00000186448.14,ZNF197,-1.1660857200622559,NA,0.24357978959119908,0.058114736822824156,NA,NA,NA,1,1,1
ENSG00000138613.13,APH1B,1.1659976243972776,NA,0.24361540596188258,0.01811506191884619,NA,NA,NA,1,1,1
ENSG00000251600.5,RP11-673E1.1,1.1658514738082886,NA,0.24367450154241643,0.057356114346279616,NA,NA,NA,1,1,1
ENSG00000196421.8,LINC00176,1.1655248403549192,NA,0.2438066112656131,0.12028208680062852,NA,NA,NA,1,1,1
ENSG00000101187.15,SLCO4A1,-1.165443301200867,NA,0.2438395983271695,0.0011235853731656714,NA,NA,NA,1,1,1
ENSG00000183475.12,ASB7,-1.165438886873652,NA,0.2438413842541759,0.002135715332515836,NA,NA,NA,2,2,2
ENSG00000170802.15,FOXN2,1.1651864051818848,NA,0.24394354735920465,0.1966996492721848,NA,NA,NA,1,1,1
ENSG00000173705.8,SUSD5,-1.164858038676854,NA,0.24407646113798065,0.00022653347599248963,NA,NA,NA,2,2,2
ENSG00000203872.6,C6orf163,1.1647089651105216,NA,0.24413681882192217,0.17848288742058557,NA,NA,NA,2,2,2
ENSG00000145649.7,GZMA,1.1643659199059038,NA,0.24427575256513723,0.00019018822238251436,NA,NA,NA,2,2,2
ENSG00000276778.1,RP11-524N5.1,-1.1642904281616213,NA,0.24430633426853787,0.11422198004862304,NA,NA,NA,1,1,1
ENSG00000108242.12,CYP2C18,-1.1639640133217701,NA,0.24443859585050065,3.4755472932303243e-06,NA,NA,NA,2,2,2
ENSG00000010322.15,NISCH,-1.1638402902139695,NA,0.24448874094059758,0.008658383643488102,NA,NA,NA,2,2,2
ENSG00000260619.1,RP11-775C24.3,-1.1637353897094724,NA,0.2445312628689459,0.0073896811543630895,NA,NA,NA,1,1,1
ENSG00000079691.17,CARMIL1,1.1637269375252468,NA,0.24453468922880817,0.07865100282712326,NA,NA,NA,2,2,2
ENSG00000187987.9,ZSCAN23,1.163596707056429,NA,0.24458748652321838,0.4417981521410741,NA,NA,NA,2,2,2
ENSG00000272693.3,RP11-479O9.4,-1.1634527212423815,NA,0.24464586974490143,0.022716845441458806,NA,NA,NA,2,2,2
ENSG00000113384.13,GOLPH3,1.1629781115468212,NA,0.2448383832621821,0.002623185608179513,NA,NA,NA,2,2,2
ENSG00000088035.15,ALG6,1.1628345323014577,NA,0.2448966435217086,0.03152221098366733,NA,NA,NA,2,2,2
ENSG00000091129.19,NRCAM,-1.162644386291504,NA,0.244973814184817,0.0006954593915609755,NA,NA,NA,1,1,1
ENSG00000116095.10,PLEKHA3,1.1625634431838987,NA,0.2450066700820489,0.0017568637156904665,NA,NA,NA,1,1,1
ENSG00000125503.12,PPP1R12C,1.16219699382782,NA,0.24515545549588758,0.00013159784204527962,NA,NA,NA,1,1,1
